Experiment Name,Run,Execution Time (seconds),CPU Energy (Joules),Average Power (Watts)
zoom_camera_off,11,29.274,158.7630615234375,5.423347049376153
zoom_camera_off,12,29.722,168.0476226806677,5.653980979768107
zoom_camera_off,13,29.708,149.80503845214844,5.042582417266341
zoom_camera_off,14,29.677,149.85308837890625,5.049468894393175
zoom_camera_off,15,29.689,161.58119201660156,5.442459901532607
zoom_camera_off,16,29.701,185.0734405517578,6.23121916944742
zoom_camera_off,17,29.885,172.07618713378906,5.757945027063378
zoom_camera_off,18,29.703,184.59907531737554,6.214829320855656
zoom_camera_off,19,29.904,150.30862426757812,5.026371865555716
zoom_camera_off,2,29.724,148.68931579589844,5.002331980752874
zoom_camera_off,20,29.878,169.15057373046875,5.661375384244888
zoom_camera_off,21,29.874,152.1474151611328,5.092970983501801
zoom_camera_off,22,29.701,178.18617248535156,5.999332429391319
zoom_camera_off,23,29.703,153.30369567871094,5.1612192599640085
zoom_camera_off,24,29.704,185.836669921875,6.256284336179471
zoom_camera_off,25,29.695,170.46363830566406,5.740482852522784
zoom_camera_off,26,29.902,151.8201446533203,5.077257195281931
zoom_camera_off,27,29.502,179.77954101561772,6.093808589777566
zoom_camera_off,28,29.497,148.0504150390625,5.019168560838814
zoom_camera_off,29,29.719,173.41360473632812,5.835109012292746
zoom_camera_off,3,29.712,179.70367431640625,6.048185053729344
zoom_camera_off,30,29.471,145.44314575195312,4.935127608562761
zoom_camera_off,4,29.662,146.88372802734557,4.951915852853671
zoom_camera_off,5,29.885,161.60101318359375,5.407428916968169
zoom_camera_off,6,29.871,189.5722198486328,6.346363357391209
zoom_camera_off,7,29.716,163.99728393554688,5.518820969698037
zoom_camera_off,8,29.498,148.71600341796875,5.041562255677292
zoom_camera_off,9,29.309,167.3698272705078,5.710526707513317
zoom_camera_on,1,29.89,185.47218322753906,6.205158354885883
zoom_camera_on,10,30.102,187.5408172607422,6.2301779702591915
zoom_camera_on,11,29.3,170.2471923828125,5.8104843816659555
zoom_camera_on,12,29.905,172.8660888671875,5.780507903935378
zoom_camera_on,13,29.288,183.5956726074255,6.268631269032556
zoom_camera_on,14,29.912,185.89346313476562,6.214678494743435
zoom_camera_on,15,30.105,203.1774444580078,6.748960121508315
zoom_camera_on,16,29.1,187.66087341308594,6.448827265054499
zoom_camera_on,17,29.689,171.76763916015625,5.7855649957949495
zoom_camera_on,18,29.113,168.8987274169922,5.8014882498194
zoom_camera_on,19,29.696,185.58522033691406,6.2495023012161255
zoom_camera_on,2,29.084,181.7834167480487,6.250289394445355
zoom_camera_on,20,30.1,188.00341796875,6.245960729858804
zoom_camera_on,21,29.903,186.77908325194585,6.246165376448713
zoom_camera_on,22,29.315,170.44534301757812,5.814270612914144
zoom_camera_on,23,29.915,186.6446075439526,6.239164551026327
zoom_camera_on,24,29.316,172.4149169921875,5.881256549058109
zoom_camera_on,25,29.118,169.06333923339844,5.806145313325038
zoom_camera_on,26,29.107,182.39283752441406,6.266287749490297
zoom_camera_on,27,29.305,195.88334655762446,6.684297783914842
zoom_camera_on,28,29.304,181.4573211669849,6.192237277060637
zoom_camera_on,29,29.092,169.02178955078125,5.809906144327694
zoom_camera_on,3,30.087,176.54266357421875,5.867739009346852
zoom_camera_on,30,29.285,181.8550567626953,6.209836324490193
zoom_camera_on,4,29.288,183.5548858642578,6.267238659664635
zoom_camera_on,5,30.1,201.80577087402162,6.704510660266498
zoom_camera_on,6,29.682,168.56869506835938,5.679155551120524
zoom_camera_on,7,29.113,169.07650756835938,5.807594805357035
zoom_camera_on,8,30.094,203.61610412597656,6.766003327107614
zoom_camera_on,9,29.29,181.91104125976562,6.210687649701796
zoom_noblur,1,30.097,185.5571746826172,6.16530467098439
zoom_noblur,10,29.911,198.18235778808594,6.625734939924641
zoom_noblur,11,29.676,170.842620849613,5.756928860008526
zoom_noblur,12,30.116,200.77818298339844,6.666827699010441
zoom_noblur,13,29.704,220.55805969237917,7.425197269471424
zoom_noblur,14,30.086,190.21282958984375,6.32230371567652
zoom_noblur,15,29.284,125.5726318359375,4.2880969756842475
zoom_noblur,16,29.852,129.8849334716797,4.350962530874972
zoom_noblur,17,29.889,125.50576782226562,4.199062123934077
zoom_noblur,18,29.868,138.98541259765625,4.653321702077684
zoom_noblur,19,29.9,125.52923583984375,4.1983022020014635
zoom_noblur,2,29.662,172.3102569580078,5.809124703594088
zoom_noblur,20,29.677,137.4521942138672,4.631606773389062
zoom_noblur,21,29.859,126.44938659667969,4.234883505699443
zoom_noblur,22,29.453,126.9781494140625,4.311212759788901
zoom_noblur,23,29.065,125.08641052246094,4.303678325217992
zoom_noblur,24,30.073,129.18299865722656,4.2956472136875785
zoom_noblur,25,30.07,126.0868225097729,4.193110159952541
zoom_noblur,26,29.276,125.859619140625,4.299071565125871
zoom_noblur,27,30.083,129.45460510253906,4.303247851030119
zoom_noblur,28,29.488,127.1297607421875,4.311237138571198
zoom_noblur,29,29.105,122.95420837403071,4.224504668408545
zoom_noblur,3,29.673,172.94158935546875,5.828247543405411
zoom_noblur,30,30.076,129.49119567871094,4.305466008734903
zoom_noblur,4,30.099,189.2488555908203,6.287546283624716
zoom_noblur,5,29.91,190.34503173827943,6.363926169785337
zoom_noblur,6,29.915,176.79034423827943,5.909755782660185
zoom_noblur,7,29.698,209.67503356933594,7.0602408771410845
zoom_noblur,8,29.508,185.63218688964844,6.2909104951080534
zoom_noblur,9,29.099,171.6824951171875,5.899944847492612
zoom_noshare,1,29.304,83.39093017577397,2.845718337966625
zoom_noshare,10,29.909,169.26123046875,5.659207277700692
zoom_noshare,11,29.529,170.9088134765625,5.787829370332978
zoom_noshare,12,29.499,161.2325897216797,5.46569679384656
zoom_noshare,13,29.298,150.05520629882812,5.1216877021922365
zoom_noshare,14,29.284,159.05462646484375,5.431451525230288
zoom_noshare,15,30.11,210.70323181152344,6.9977825244610905
zoom_noshare,16,29.487,188.77087402343705,6.401833825870284
zoom_noshare,17,30.106,164.3375244140625,5.458630320004733
zoom_noshare,18,29.903,178.2903289794922,5.962289033859218
zoom_noshare,19,29.708,148.14071655273438,4.9865597331605755
zoom_noshare,2,29.932,90.46847534179688,3.022466769403878
zoom_noshare,20,29.882,164.64291381835938,5.509768884892556
zoom_noshare,21,29.72,178.42428588867188,6.003508946455986
zoom_noshare,22,29.294,182.02580261230287,6.213757172537136
zoom_noshare,23,29.688,76.17005920410156,2.5656850984943937
zoom_noshare,24,29.879,101.57411193847656,3.399515108888402
zoom_noshare,25,29.663,81.8216552734375,2.7583742464834136
zoom_noshare,26,29.363,75.47343444824219,2.5703584255097294
zoom_noshare,27,29.665,107.77650451660156,3.633119990446707
zoom_noshare,28,29.47,85.33641052246094,2.8957044629270765
zoom_noshare,29,29.875,76.8173980712927,2.571293659290132
zoom_noshare,3,29.305,77.91830444335938,2.6588740639262713
zoom_noshare,30,29.695,74.01509094237917,2.4925102186354327
zoom_noshare,4,29.894,73.14419555664062,2.446785159451416
zoom_noshare,5,29.94,91.35862731933594,3.0513903580272523
zoom_noshare,6,29.703,85.52508544921875,2.8793416641153673
zoom_noshare,7,29.518,73.3166809082104,2.483795680879816
zoom_noshare,8,30.09,76.70719909667969,2.5492588599760615
zoom_noshare,9,30.11,92.04217529296875,3.056864008401486
zoom_share,1,29.298,101.32295227051509,3.4583573032464705
zoom_share,10,29.71,173.51432800293696,5.840266846278592
zoom_share,11,29.891,161.2231750488354,5.393702955700224
zoom_share,12,29.71,193.55178833007812,6.5147017277037405
zoom_share,13,29.887,182.0189666748047,6.090238788597206
zoom_share,14,29.914,164.75660705566406,5.507675571828043
zoom_share,15,29.908,182.46156311035156,6.100761104398541
zoom_share,16,29.918,189.7139129638672,6.341129519482157
zoom_share,17,29.895,161.3810577392578,5.3982625100939226
zoom_share,18,29.913,159.78111267089844,5.341527518834568
zoom_share,19,29.9,162.15794372558594,5.423342599517925
zoom_share,2,29.501,92.43751525878906,3.1333688776241164
zoom_share,20,29.901,188.7118377685547,6.311221623643179
zoom_share,21,29.892,162.98696899414062,5.4525280675144066
zoom_share,22,29.888,180.03749084472656,6.023738317877628
zoom_share,23,29.29,78.43347167968568,2.6778242294191084
zoom_share,24,29.467,109.6849365234375,3.722297367341009
zoom_share,25,29.296,91.63098144531432,3.1277642492256392
zoom_share,26,29.276,76.82623291015807,2.6242052503811335
zoom_share,27,29.066,107.06674194335938,3.683573313953051
zoom_share,28,29.28,94.67309570312136,3.2333707548880244
zoom_share,29,29.284,79.3958892822302,2.711237852828514
zoom_share,3,29.482,81.06166076660156,2.749530587022643
zoom_share,30,29.266,76.45948791503906,2.612570488452097
zoom_share,4,29.281,76.10369873046875,2.5990812721720142
zoom_share,5,29.271,103.36923217773438,3.531455439777745
zoom_share,6,29.285,100.89100646972656,3.445142785375672
zoom_share,7,29.295,79.13809204101562,2.7014197658650154
zoom_share,8,29.274,79.71556091308594,2.723083996484455
zoom_share,9,29.269,94.0504150390625,3.21331152547277
