Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771961406223,2033.034927368164,4425,0,1.2625,13530.903671264648,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,46.886878967285156,43.471492767333984,4.939369201660156,8.267875671386719,4.843437194824219,0,0,85.5203628540039,41.0262451171875,20.9737548828125,100,69.7466049194336,4.128509521484375,6.153846740722656,4.6533966064453125,4.428962707519531,16486756352,6710886400,10661437440,847134720
199,1771961406223,10189.993896484375,4400,0,1.25625,13531.000259399414,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,44.7703742980957,91.12689208984375,100,78.1988296508789,100,91.57154083251953,6.092384338378906,100,100,100,100,100,35.080963134765625,100,100,100,16486756352,6710886400,10661515264,847134720
199,1771961406423,6075.015533447266,4475,0,1.31875,13536.730880737305,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,24.39665985107422,30.69971466064453,14.372177124023438,21.138259887695313,18.098709106445313,27.65796661376953,37.02328872680664,48.927425384521484,32.965728759765625,44.322975158691406,85.33100891113281,45.726802825927734,16.317649841308594,23.472747802734375,13.059844970703125,15.065750122070313,16486756352,6710886400,10679365632,873406464
200,1771961406623,9302.566909790039,4350,0,1.23125,13539.462432861328,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,6.502769470214844,13.934593200683594,1.1000442504882813,2.0652236938476563,4.462890625,12.766822814941406,8.755607604980469,22.0604248046875,19.95111846923828,26.119430541992188,6.8945770263671875,3.56243896484375,1.8032608032226563,6.787620544433594,3.4949569702148438,0.9204940795898438,16486756352,6710886400,10694955008,896167936
200,1771961406824,10191.62321472168,2400,0,0.7375,13542.78044128418,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,15.422019958496094,14.95855712890625,6.861785888671875,6.6858978271484375,6.3348541259765625,10.677963256835938,10.989601135253906,21.83000946044922,14.767372131347656,21.231048583984375,11.389602661132813,37.33053207397461,6.292762756347656,7.1486663818359375,2.2971572875976563,5.7268829345703125,16486756352,6710886400,10707120128,902848512
200,1771961407024,9303.051712036133,3750,0,1.03125,13544.348419189453,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5.716987609863281,10.477737426757813,2.3661727905273438,3.6336822509765625,2.2610015869140625,3.4856948852539063,8.248451232910156,10.948654174804688,6.3350372314453125,16.345611572265625,7.891815185546875,8.472053527832031,1.5591812133789063,5.0036163330078125,0.35103607177734375,0.28057098388671875,16486756352,6710886400,10708873216,904232960
199,1771961407224,1859.8822174072266,3000,0,0.8625,13545.866027832031,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,7.518424987792969,10.715286254882813,0.6267166137695313,2.5606155395507813,4.685020446777344,5.013862609863281,7.866767883300781,14.818374633789063,10.243316650390625,11.80499267578125,5.261566162109375,4.3365325927734375,5.0035400390625,3.1872787475585938,2.0123443603515625,1.3444900512695313,16486756352,6710886400,10706550784,901648384
200,1771961407424,10192.01644897461,2400,0,0.7375,13547.152938842773,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5.378570556640625,13.507492065429688,1.792877197265625,1.7864303588867188,3.9618759155273438,5.293876647949219,6.834053039550781,15.38287353515625,9.888267517089844,10.46527099609375,1.576751708984375,2.309417724609375,2.5198898315429688,1.5266342163085938,1.54876708984375,1.34783935546875,16486756352,6710886400,10703564800,902332416
199,1771961407625,7884.802520751953,3750,0,1.05,13548.48779296875,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5.310447692871094,10.9908447265625,0.6570968627929688,0.8364028930664063,2.6125335693359375,5.999732971191406,8.428627014160156,8.982460021972656,5.7801361083984375,13.928329467773438,0.18323516845703125,0.626251220703125,0.4180755615234375,0.6802444458007813,0.12720489501953125,0,16486756352,6710886400,10703413248,902045696
200,1771961407825,9303.521194458008,3000,0,0.85,13549.678085327148,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5.437324523925781,13.591957092285156,0.40164947509765625,0.7032318115234375,2.7256622314453125,2.6308822631835938,8.37548828125,10.963844299316406,5.077606201171875,11.59368896484375,1.175140380859375,2.5596160888671875,1.3287582397460938,2.07421875,0.974517822265625,1.1826934814453125,16486756352,6710886400,10702319616,901185536
