Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772017403284,17218.302490234375,3479.9999999999995,0,0.975,9985.933319091797,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,24.218154907226563,36.42157745361328,10.906417846679688,20.380630493164063,6.889122009277344,7.3690032958984375,8.753662109375,13.341453552246094,31.87834930419922,34.90766143798828,100,68.82734680175781,6.250282287597656,6.2339324951171875,12.491645812988281,19.784873962402344,16486756352,6710886400,8047181824,0
199,1772017403284,11467.430465698242,4325,0,1.30625,9986.004684448242,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,36.31003952026367,21.61235809326172,76.5824203491211,9.652206420898438,13.678535461425781,18.458938598632813,28.8240966796875,40.34093475341797,100,78.8812255859375,100,58.46624755859375,12.330329895019531,16.86394500732422,52.27366256713867,56.071475982666016,16486756352,6710886400,8047198208,0
199,1772017403484,11468.727981567383,4300,0,1.3125,9991.490005493164,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,34.74613952636719,29.802825927734375,37.88564682006836,33.87611389160156,8.532089233398438,15.298912048339844,21.68994140625,20.078887939453125,53.507484436035156,45.5277099609375,92.14903259277344,60.97858810424805,15.974174499511719,15.212356567382813,22.69037628173828,24.388641357421875,16486756352,6710886400,8075579392,0
200,1772017403684,11470.267379760742,4375,0,1.31875,9995.592254638672,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,10.587997436523438,14.5294189453125,15.346672058105469,13.411582946777344,7.767799377441406,10.603996276855469,10.864814758300781,10.451835632324219,17.801368713378906,4.151275634765625,91.26981353759766,32.15172576904297,1.5351028442382813,4.8732147216796875,6.7540435791015625,8.570152282714844,16486756352,6710886400,8077320192,0
200,1772017403885,2281.483108520508,3450,0,0.9625,10001.117553710938,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,25.269088745117188,28.441329956054688,16.649444580078125,22.144073486328125,19.679229736328125,16.3206787109375,40.60053634643555,23.637985229492188,29.786483764648438,26.042205810546875,87.38358306884766,34.784950256347656,18.797378540039063,19.164207458496094,15.530509948730469,14.063362121582031,16486756352,6710886400,8089976832,0
199,1772017404085,2740.9217987060547,3600,0,1,10005.511657714844,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,17.337875366210938,20.515640258789063,10.058609008789063,9.957420349121094,12.815879821777344,18.60082244873047,21.91893768310547,42.18293762207031,17.40729522705078,40.07835006713867,39.57219696044922,38.85652542114258,9.503494262695313,15.777847290039063,8.205413818359375,5.833343505859375,16486756352,6710886400,8108351488,0
200,1772017404285,17220.549545288086,4500,0,1.325,10009.239166259766,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,18.432861328125,18.912612915039063,8.256813049316406,7.571388244628906,5.171600341796875,13.254135131835938,13.674667358398438,21.866371154785156,19.080902099609375,17.303627014160156,39.22019958496094,34.42132568359375,4.296745300292969,6.996421813964844,6.151878356933594,6.875144958496094,16486756352,6710886400,8116572160,0
200,1772017404486,3889.7757415771484,3750,0,0.86875,10010.59049987793,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4.323455810546875,12.568275451660156,3.1714935302734375,0.14632415771484375,0.843414306640625,4.208251953125,3.385101318359375,17.884521484375,12.445213317871094,5.691123962402344,4.1834869384765625,2.0599517822265625,0.5093460083007813,2.6625442504882813,0,0.2499237060546875,16486756352,6710886400,8117547008,0
200,1772017404686,17220.799057006836,3000,0,0.85625,10011.953674316406,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4.8957061767578125,13.736312866210938,0.8850936889648438,0.8032379150390625,2.2757339477539063,3.1715316772460938,4.5306549072265625,14.557472229003906,12.152641296386719,6.969749450683594,5.1551055908203125,1.8879852294921875,0.9873046875,1.9904937744140625,0.5878067016601563,0.6689605712890625,16486756352,6710886400,8117731328,0
199,1772017404887,2281.7835998535156,3750,0,1.0437500000000002,10013.179962158203,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5.11328125,9.442062377929688,0.43035125732421875,0.565399169921875,0.3209075927734375,3.6606216430664063,6.782035827636719,13.729415893554688,9.233741760253906,6.157844543457031,2.7428665161132813,2.1281585693359375,0.29555511474609375,1.8969879150390625,0.3240966796875,0.32230377197265625,16486756352,6710886400,8117030912,0
