file,app,camera,blur,share,iteration,condition,name,avg_power_W,total_energy_J,total_time_s,EDP_Js,n_samples_power
results\teams_camera_off_3.csv,teams,off,,,3,teams_camera_off,teams_camera_off_3.csv,7.304899810400416,218.48193359375,29.913,6535.450079589844,150
results\teams_camera_off_30.csv,teams,off,,,30,teams_camera_off,teams_camera_off_30.csv,6.284338023356231,186.67514038085938,29.712000000000003,5546.491770996095,149
results\teams_camera_off_4.csv,teams,off,,,4,teams_camera_off,teams_camera_off_4.csv,6.23085464500552,183.8441619873065,29.507,5424.689687759454,148
results\teams_camera_off_5.csv,teams,off,,,5,teams_camera_off,teams_camera_off_5.csv,5.810503799863444,172.51794433593932,29.697,5123.2653929443895,149
results\teams_camera_off_6.csv,teams,off,,,6,teams_camera_off,teams_camera_off_6.csv,6.401075714095461,190.174468994137,29.716,5651.224520629775,149
results\teams_camera_off_7.csv,teams,off,,,7,teams_camera_off,teams_camera_off_7.csv,5.867239818900443,174.3147125244177,29.715,5179.761682663072,149
results\teams_camera_off_8.csv,teams,off,,,8,teams_camera_off,teams_camera_off_8.csv,6.109866222965479,180.40522766113645,29.528,5327.005562378037,148
results\teams_camera_off_9.csv,teams,off,,,9,teams_camera_off,teams_camera_off_9.csv,5.985375773393845,177.7314300537073,29.695,5277.734815444838,149
results\teams_camera_on_1.csv,teams,on,,,1,teams_camera_on,teams_camera_on_1.csv,6.664669364215044,199.21978759765625,29.9,5956.671649169922,150
results\teams_camera_on_10.csv,teams,on,,,10,teams_camera_on,teams_camera_on_10.csv,7.021517207465072,209.9123840331995,29.893,6274.910895904432,150
results\teams_camera_on_11.csv,teams,on,,,11,teams_camera_on,teams_camera_on_11.csv,6.03430480235911,179.2293243408203,29.707,5324.365538192749,149
results\teams_camera_on_12.csv,teams,on,,,12,teams_camera_on,teams_camera_on_12.csv,6.835597398647343,203.01934814453125,29.708,6031.298794677734,149
results\teams_camera_on_13.csv,teams,on,,,13,teams_camera_on,teams_camera_on_13.csv,5.961748799376952,174.6811065673828,29.306,5119.204509063721,147
results\teams_camera_on_14.csv,teams,on,,,14,teams_camera_on,teams_camera_on_14.csv,6.736385775709016,201.40721130371094,29.902,6022.4784324035645,150
results\teams_camera_on_15.csv,teams,on,,,15,teams_camera_on,teams_camera_on_15.csv,7.0052736880623945,209.4364471435547,29.906,6263.406388275146,150
results\teams_camera_on_16.csv,teams,on,,,16,teams_camera_on,teams_camera_on_16.csv,6.70309084791634,200.41793823242188,29.906,5993.698860778808,150
results\teams_camera_on_17.csv,teams,on,,,17,teams_camera_on,teams_camera_on_17.csv,6.656239371114249,197.6106414794922,29.688000000000002,5866.6647242431645,149
results\teams_camera_on_18.csv,teams,on,,,18,teams_camera_on,teams_camera_on_18.csv,6.593212623374242,197.12510681152344,29.901,5894.237818771362,150
results\teams_camera_on_19.csv,teams,on,,,19,teams_camera_on,teams_camera_on_19.csv,6.508334151997495,194.4882354736401,29.883000000000003,5811.8919406587875,150
results\teams_camera_on_2.csv,teams,on,,,2,teams_camera_on,teams_camera_on_2.csv,6.268906414395263,187.30401611328034,29.884,5597.393217529269,150
results\teams_camera_on_20.csv,teams,on,,,20,teams_camera_on,teams_camera_on_20.csv,6.705637651288158,200.61059570313228,29.916999999999998,6001.6671916506075,150
results\teams_camera_on_21.csv,teams,on,,,21,teams_camera_on,teams_camera_on_21.csv,7.494604393999238,222.4397735595703,29.707,6608.018353134155,149
results\teams_camera_on_22.csv,teams,on,,,22,teams_camera_on,teams_camera_on_22.csv,6.414239508043809,191.7462615966797,29.897,5732.637982955932,150
results\teams_camera_on_23.csv,teams,on,,,23,teams_camera_on,teams_camera_on_23.csv,6.670996204656381,196.80247497557866,29.511,5807.837839004302,148
results\teams_camera_on_24.csv,teams,on,,,24,teams_camera_on,teams_camera_on_24.csv,6.529180916106684,193.8142852783203,29.685000000000002,5753.377058486939,149
results\teams_camera_on_25.csv,teams,on,,,25,teams_camera_on,teams_camera_on_25.csv,5.99337102439054,176.79220581054688,29.505000000000003,5216.254032440186,148
results\teams_camera_on_26.csv,teams,on,,,26,teams_camera_on,teams_camera_on_26.csv,6.352239821434924,189.65255737304688,29.89,5668.714939880371,150
results\teams_camera_on_27.csv,teams,on,,,27,teams_camera_on,teams_camera_on_27.csv,6.398473255760742,189.96472167969478,29.705,5642.902057495333,149
results\teams_camera_on_28.csv,teams,on,,,28,teams_camera_on,teams_camera_on_28.csv,6.928698341494399,205.78088378905522,29.695999999999998,6110.869124999784,149
results\teams_camera_on_29.csv,teams,on,,,29,teams_camera_on,teams_camera_on_29.csv,7.217392470362477,212.91197204589844,29.505000000000003,6281.967735214234,148
results\teams_camera_on_3.csv,teams,on,,,3,teams_camera_on,teams_camera_on_3.csv,6.0933510671172595,180.95797729492188,29.698999999999998,5374.270967681884,149
results\teams_camera_on_30.csv,teams,on,,,30,teams_camera_on,teams_camera_on_30.csv,6.301603839271509,187.28814697266353,29.724,5566.95288061545,149
results\teams_camera_on_4.csv,teams,on,,,4,teams_camera_on,teams_camera_on_4.csv,7.1445238431866445,212.14175415039062,29.700000000000003,6300.610098266602,149
results\teams_camera_on_5.csv,teams,on,,,5,teams_camera_on,teams_camera_on_5.csv,6.330085793432479,187.9523162841797,29.694000000000003,5581.056079742432,149
results\teams_camera_on_6.csv,teams,on,,,6,teams_camera_on,teams_camera_on_6.csv,6.404265904562461,190.38494873046875,29.726,5659.382985961914,149
results\teams_camera_on_7.csv,teams,on,,,7,teams_camera_on,teams_camera_on_7.csv,6.483537246113718,192.6474914550745,29.714,5724.327561096083,149
results\teams_camera_on_8.csv,teams,on,,,8,teams_camera_on,teams_camera_on_8.csv,6.092553146768862,180.9757690429724,29.708,5376.428146728624,149
results\teams_camera_on_9.csv,teams,on,,,9,teams_camera_on,teams_camera_on_9.csv,6.679020889643181,198.29164123535156,29.693,5887.873703201294,149
results\teams_noblur_1.csv,teams,,off,,1,teams_noblur,teams_noblur_1.csv,7.160466328498732,212.69213867186772,29.714,6319.934208495877,149
results\teams_noblur_10.csv,teams,,off,,10,teams_noblur,teams_noblur_10.csv,7.547060439364754,222.48385620117188,29.488000000000003,6560.603951660157,148
results\teams_noblur_11.csv,teams,,off,,11,teams_noblur,teams_noblur_11.csv,7.9490596730311704,234.56094360351744,29.52,6924.239055175834,148
results\teams_noblur_12.csv,teams,,off,,12,teams_noblur,teams_noblur_12.csv,7.000298535672875,206.6103515625,29.517,6098.517747070312,148
results\teams_noblur_13.csv,teams,,off,,13,teams_noblur,teams_noblur_13.csv,7.430181527538798,221.91525268554688,29.868,6628.164767211913,150
results\teams_noblur_14.csv,teams,,off,,14,teams_noblur,teams_noblur_14.csv,16.25930383273804,226.2659454345703,29.490000000000002,6672.582730865479,149
results\teams_noblur_15.csv,teams,,off,,15,teams_noblur,teams_noblur_15.csv,7.0436170848186945,207.91291809082395,29.52,6137.589342041123,148
results\teams_noblur_16.csv,teams,,off,,16,teams_noblur,teams_noblur_16.csv,7.386335718731613,217.8712768554651,29.495,6426.113310851943,148
results\teams_noblur_17.csv,teams,,off,,17,teams_noblur,teams_noblur_17.csv,7.006380348827739,208.10324096679688,29.703000000000003,6181.290566436768,149
results\teams_noblur_18.csv,teams,,off,,18,teams_noblur,teams_noblur_18.csv,4.656408646759207,138.89358520507812,29.843000000000004,4145.001263275147,150
results\teams_noblur_19.csv,teams,,off,,19,teams_noblur,teams_noblur_19.csv,4.653212817506539,138.18838500976562,29.700000000000003,4104.195034790039,149
results\teams_noblur_2.csv,teams,,off,,2,teams_noblur,teams_noblur_2.csv,8.260593787105526,243.56370544433594,29.498,7184.642183197022,148
results\teams_noblur_20.csv,teams,,off,,20,teams_noblur,teams_noblur_20.csv,4.589183960838057,137.09324645996094,29.879,4096.209110977173,150
